comment_id,film_id,film_ru,film_en,film_year,film_url,nomination_codes,comments_page,author_hash,published_at_raw,published_at_iso,comment_text,likes,parent_comment_id,thread_depth,is_reply,comment_url,collected_at,source_endpoint,source_response_sha256,llm_contains_film_reaction,llm_relevance_primary,llm_valence,llm_emotions,llm_primary_emotion,llm_praise_targets,llm_criticism_targets,llm_frames,llm_rhetorical_modes,llm_comparison_present,llm_comparison_result,llm_oscar_stance,llm_intensity,llm_mentions_platform_issue,llm_interpersonal_component,llm_pre_release_or_trailer,llm_needs_human_review,llm_evidence_fragment,llm_provider,llm_model,llm_schema_version,llm_coding_status
5572287,film_008,Бугония,Bugonia,2025,https://rezka.fi/films/thriller/80524-bugoniya-2025-latest.html,best_picture;best_actress;best_adapted_screenplay;score,20,f7255d5a7756ef858336aa6fd289b94bd1b849feb782afa6cf05ca75e117f845,оставлен 30 ноября 2025 02:55,2025-11-30T02:55+03:00,Неплохо,2,,0,0,https://rezka.fi/films/thriller/80524-bugoniya-2025-latest.html#comment5572287,2026-06-26T18:50:55+03:00,https://rezka.fi/ajax/get_comments/?t=1782489053664&news_id=80524&cstart=20&type=0&comment_id=0&skin=hdrezka,b65f42368a0aab47ead82b084ed455615e2bd099308ad699ea9154aaab904d9e,True,film_reaction,unclear,"[""enjoyment""]",enjoyment,"[""film_overall""]",[],"[""entertainment_and_affect""]","[""literal""]",False,not_applicable,not_mentioned,0,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5220616,film_006,Грешники,Sinners,2025,https://rezka.fi/films/drama/76368-greshniki-2025-latest.html,best_picture;best_actor;best_director;best_supporting_actress;best_original_screenplay;production_design;casting;visual_effects;costume_design;editing;score;makeup_hair;sound,21,db7328af8d4b084865d3a0c600e9c5ca60a4f00cf2d4fde246bee4edec1e9046,оставлен 3 июня 2025 12:40,2025-06-03T12:40+03:00,4 раз пробовал досмотреть за 2 мес. и не осили. ну и хрень,1,,0,0,https://rezka.fi/films/drama/76368-greshniki-2025-latest.html#comment5220616,2026-06-26T18:50:05+03:00,https://rezka.fi/ajax/get_comments/?t=1782489002126&news_id=76368&cstart=21&type=0&comment_id=0&skin=hdrezka,e7ab70f1f0d5e65d3a2211aa7684990d3ef7b3fa990fcd7d839a55d8cdf0a1fd,True,film_reaction,negative,"[""disappointment""]",disappointment,[],"[""film_overall""]","[""entertainment_and_affect""]","[""literal""]",False,not_applicable,not_mentioned,2,False,False,False,True,,ollama,qwen3:8b,4.0.0-fast,ok
5424281,film_028,Орудия / Оружие,Weapons,2025,https://rezka.fi/films/horror/79140-orudiya-2025-latest.html,best_supporting_actress,13,24eec4dc68a1eddee393ea387a30ddfa368f26f73ee0e2ef1a3e24296e38e344,оставлен 15 сентября 2025 23:54,2025-09-15T23:54+03:00,"этот режиссёр мне напоминает Гильермо дель Торо. у обоих сценарии в фильмах чаще всего слабые, но атмосфера просто невероятная.",1,,0,0,https://rezka.fi/films/horror/79140-orudiya-2025-latest.html#comment5424281,2026-06-26T18:56:15+03:00,https://rezka.fi/ajax/get_comments/?t=1782489374433&news_id=79140&cstart=13&type=0&comment_id=0&skin=hdrezka,9dc760fdce3c2b6a20768c0f70e3881eb06fe3c9f607eafea178b77bb6523525,True,film_reaction,positive,"[""enjoyment"", ""enjoyment""]",enjoyment,"[""film_overall"", ""visuals""]",[],"[""aesthetic_craft"", ""entertainment_and_affect"", ""comparison_and_intertextuality""]","[""literal""]",True,no_clear_ranking,not_mentioned,2,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5725929,film_028,Орудия / Оружие,Weapons,2025,https://rezka.fi/films/horror/79140-orudiya-2025-latest.html,best_supporting_actress,2,aee62edf7fc41785f05d53e1d668b94ed11a19ea073eece8c8862de3c5c78759,оставлен 15 февраля 2026 01:00,2026-02-15T01:00+03:00,Отличный и смелффильм. Очень приятно наблюдать за трансформацией кинематографа со временем.,2,,0,0,https://rezka.fi/films/horror/79140-orudiya-2025-latest.html#comment5725929,2026-06-26T18:55:55+03:00,https://rezka.fi/ajax/get_comments/?t=1782489353291&news_id=79140&cstart=2&type=0&comment_id=0&skin=hdrezka,c6d55bf9bbbc7f1e3ae8dc8af2ea66344c1ad1a2fb1f7036c268a56ee3226295,True,film_reaction,positive,[],no_explicit_emotion,"[""film_overall""]",[],"[""entertainment_and_affect"", ""comparison_and_intertextuality""]","[""literal""]",True,no_clear_ranking,not_mentioned,0,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5183025,film_026,Гадкая сестра,Den stygge stesøsteren,2025,https://rezka.fi/films/horror/79500-gadkaya-sestra-2025-latest.html,makeup_hair,10,2e308c7a548e516939220fd2b0075014f3034ef64ed067fb1a5841e606b54dc0,оставлен 14 мая 2025 15:30,2025-05-14T15:30+03:00,"не русского перевода,,одни субтитры !!! не стал смотреть",5,,0,0,https://rezka.fi/films/horror/79500-gadkaya-sestra-2025-latest.html#comment5183025,2026-06-26T18:55:47+03:00,https://rezka.fi/ajax/get_comments/?t=1782489346298&news_id=79500&cstart=10&type=0&comment_id=0&skin=hdrezka,d1990095f30cb44ce6c4c4d774340bc0c6682e8d8773a22840a71e93eadaddea,False,release_or_translation_request,not_applicable,[],not_applicable,[],[],[],[],False,not_applicable,not_mentioned,0,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5555513,film_010,Сны поездов,Train Dreams,2025,https://rezka.fi/films/drama/83869-sny-poezdov-2025.html,best_picture;best_adapted_screenplay;cinematography;song,12,0b00ce4bd102d4abec5c6f80b1d7b2641400afd5579bb5214593fe0bd5c2b9d0,оставлен 22 ноября 2025 11:17,2025-11-22T11:17+03:00,"Никогда бы не подумал, что по книжке Дениса Джонсона можно снять такое роскошное кино, которое сможет посмотреть и оценить каждый. Вот что значит талант режиссёра. Пусть Сны поездов получат Оскар за режиссуру или за лучший фильм, пожалуйста. 10 из 10! Всем приятного просмотра!",9,,0,0,https://rezka.fi/films/drama/83869-sny-poezdov-2025.html#comment5555513,2026-06-26T18:51:40+03:00,https://rezka.fi/ajax/get_comments/?t=1782489099022&news_id=83869&cstart=12&type=0&comment_id=0&skin=hdrezka,7437f405b9bc7e559d3d6da67b19aa6f7300483f4b7072e6abafe232b2e520a5,True,film_reaction,positive,"[""admiration"", ""enjoyment""]",enjoyment,"[""film_overall"", ""visuals"", ""ending""]",[],"[""aesthetic_craft"", ""narrative_quality"", ""entertainment_and_affect"", ""comparison_and_intertextuality""]","[""literal""]",True,no_clear_ranking,deserved,3,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5689400,film_006,Грешники,Sinners,2025,https://rezka.fi/films/drama/76368-greshniki-2025-latest.html,best_picture;best_actor;best_director;best_supporting_actress;best_original_screenplay;production_design;casting;visual_effects;costume_design;editing;score;makeup_hair;sound,4,3c4c5f2f591c1f61efe7c63a302e9217dc289a3532b2e4a83f486ad4b2eb0edc,оставлен 26 января 2026 22:06,2026-01-26T22:06+03:00,Там та катайка крикнула к чёрту входите xD Потом они дружно встали все у двери и встречали их )))),3,5688669,1,1,https://rezka.fi/films/drama/76368-greshniki-2025-latest.html#comment5689400,2026-06-26T18:49:35+03:00,https://rezka.fi/ajax/get_comments/?t=1782488973693&news_id=76368&cstart=4&type=0&comment_id=0&skin=hdrezka,f6223107f6da681a1a49d7f863ce7a2094977b61dee9b74b26502d9ae8615b7d,False,interpersonal_only,not_applicable,[],not_applicable,[],[],[],[],False,not_applicable,not_mentioned,0,False,True,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5571960,film_010,Сны поездов,Train Dreams,2025,https://rezka.fi/films/drama/83869-sny-poezdov-2025.html,best_picture;best_adapted_screenplay;cinematography;song,7,49b5b1e61f3436d914d9f21a4a4f3aaae6151893033a4a1f4491058e3a5648e3,оставлен 30 ноября 2025 00:21,2025-11-30T00:21+03:00,Как же всё-таки мы мало знаем о счастье и познании сущности бытия в этой нашей вечной и никчемной беготне. А Роберт вот узнал. ))) Завидую.,8,,0,0,https://rezka.fi/films/drama/83869-sny-poezdov-2025.html#comment5571960,2026-06-26T18:51:31+03:00,https://rezka.fi/ajax/get_comments/?t=1782489090125&news_id=83869&cstart=7&type=0&comment_id=0&skin=hdrezka,36c8ebdc50c6ef5d4cdf0337c6a812daf8073aabaf98116536c41bdf3aa3c87f,True,film_reaction,mixed,"[""sadness_or_empathy"", ""enjoyment""]",enjoyment,[],[],"[""entertainment_and_affect"", ""comparison_and_intertextuality""]","[""literal""]",True,no_clear_ranking,not_mentioned,0,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5744522,film_013,Мелодия их мечты,Song Sung Blue,2025,https://rezka.fi/films/drama/84516-melodiya-ih-mechty-2025.html,best_actress,1,222d4d6ff6783912715a5e9a1a9c3f8b722249803e0d1210b48dd51a90f600af,оставлен 24 февраля 2026 12:02,2026-02-24T12:02+03:00,Уже есть,0,5673113,2,1,https://rezka.fi/films/drama/84516-melodiya-ih-mechty-2025.html#comment5744522,2026-06-26T18:51:48+03:00,https://rezka.fi/ajax/get_comments/?t=1782489107328&news_id=84516&cstart=1&type=0&comment_id=0&skin=hdrezka,e1243eaf7b3031c63c27df94066e76b786a7a45b7cf178ac5ca3a6916e659963,False,release_or_translation_request,not_applicable,[],not_applicable,[],[],[],[],False,not_applicable,not_mentioned,0,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5626476,film_017,Зверополис 2,Zootopia 2,2025,https://rezka.fi/cartoons/comedy/82486-zveropolis-2-2025-latest.html,animated_feature,7,cd1158825e12aab7c8f379131a28489ed379c8118752aa15bfc52945bfdf7211,оставлен 26 декабря 2025 15:15,2025-12-26T15:15+03:00,кинопоиск накручивать рейтинг стал в последнее время? или мне так кажется?,0,,0,0,https://rezka.fi/cartoons/comedy/82486-zveropolis-2-2025-latest.html#comment5626476,2026-06-26T18:52:38+03:00,https://rezka.fi/ajax/get_comments/?t=1782489156501&news_id=82486&cstart=7&type=0&comment_id=0&skin=hdrezka,e6aeb769ac659bf99099c02e5c4f5097a5a0bf128ed33a97469d0c4a455ece1d,False,technical_platform,not_applicable,[],not_applicable,[],[],[],[],False,not_applicable,not_mentioned,0,True,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5575977,film_008,Бугония,Bugonia,2025,https://rezka.fi/films/thriller/80524-bugoniya-2025-latest.html,best_picture;best_actress;best_adapted_screenplay;score,17,b900c2888d39f2a774b31b87252cc5d26f035e755c0eddcd566a1c92d9d7c207,оставлен 1 декабря 2025 22:53,2025-12-01T22:53+03:00,"Оказываецца в катастрофическом падении уровняя жизни и деградации плебса виновны инопланетяне, а не местная топ-кодла,что ж - хороший громоотвод.. , хотя со многим, сказанным в сим кино, согласен.",3,,0,0,https://rezka.fi/films/thriller/80524-bugoniya-2025-latest.html#comment5575977,2026-06-26T18:50:50+03:00,https://rezka.fi/ajax/get_comments/?t=1782489048527&news_id=80524&cstart=17&type=0&comment_id=0&skin=hdrezka,97de5a9cf146716730c2395928a4fd29d4ec60ea0ccc757634b3badd2a6db0bf,True,film_reaction,mixed,"[""sadness_or_empathy"", ""enjoyment""]",enjoyment,[],[],"[""entertainment_and_affect"", ""comparison_and_intertextuality""]","[""literal""]",True,no_clear_ranking,not_mentioned,0,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5611082,film_017,Зверополис 2,Zootopia 2,2025,https://rezka.fi/cartoons/comedy/82486-zveropolis-2-2025-latest.html,animated_feature,9,a3f57dbd02b876ad3e7d6d24a5a56d3e4d51bad0b9fd69548de66f12b560da89,оставлен 19 декабря 2025 01:47,2025-12-19T01:47+03:00,После того как выйдет на сайте,0,5607706,3,1,https://rezka.fi/cartoons/comedy/82486-zveropolis-2-2025-latest.html#comment5611082,2026-06-26T18:52:41+03:00,https://rezka.fi/ajax/get_comments/?t=1782489160268&news_id=82486&cstart=9&type=0&comment_id=0&skin=hdrezka,567db99706f5cf2283d9e2d505f3b081f6a71f75ca6584be65967d35b01d7535,False,release_or_translation_request,not_applicable,[],not_applicable,[],[],[],[],False,not_applicable,not_mentioned,0,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5225580,film_006,Грешники,Sinners,2025,https://rezka.fi/films/drama/76368-greshniki-2025-latest.html,best_picture;best_actor;best_director;best_supporting_actress;best_original_screenplay;production_design;casting;visual_effects;costume_design;editing;score;makeup_hair;sound,17,883fc99eefccd792a50a46d09e07edcb1a5d64d8c0870ca224c9b2ae3494d09d,оставлен 6 июня 2025 12:26,2025-06-06T12:26+03:00,"И не говори, а я думал вампиры настоящие!",1,5224701,1,1,https://rezka.fi/films/drama/76368-greshniki-2025-latest.html#comment5225580,2026-06-26T18:49:56+03:00,https://rezka.fi/ajax/get_comments/?t=1782488994942&news_id=76368&cstart=17&type=0&comment_id=0&skin=hdrezka,f7bb37ecaa9446b0f2e7c89d17b9f9e1ee9fe9516ff553d44e8a471bbb0d7cc4,False,interpersonal_only,not_applicable,[],not_applicable,[],[],[],[],False,not_applicable,not_mentioned,0,False,True,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5640112,film_017,Зверополис 2,Zootopia 2,2025,https://rezka.fi/cartoons/comedy/82486-zveropolis-2-2025-latest.html,animated_feature,5,9a64a955ddfe477b764528c69bb3815ee63074b1b746bfe40b3de76c891f0fe5,оставлен 1 января 2026 22:12,2026-01-01T22:12+03:00,"Обрезанный мультфильм, и так почти на всех сайтах.. есть версия снятая из кинотеатра и там всё в полный размер, а тут просто сверху и снизу обрезали всё... Качество хорошее но обрезанное",0,,0,0,https://rezka.fi/cartoons/comedy/82486-zveropolis-2-2025-latest.html#comment5640112,2026-06-26T18:52:33+03:00,https://rezka.fi/ajax/get_comments/?t=1782489152463&news_id=82486&cstart=5&type=0&comment_id=0&skin=hdrezka,a733c7b01498fda2341f0bf55ad3eafbc3bb26ffb981c81aad8bb7df7c0f932f,True,film_reaction,negative,"[""disappointment""]",disappointment,[],"[""film_overall"", ""visuals""]","[""aesthetic_craft"", ""entertainment_and_affect"", ""comparison_and_intertextuality""]","[""literal""]",True,no_clear_ranking,not_mentioned,2,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5816367,film_022,Аватар: Пламя и пепел,Avatar: Fire and Ash,2025,https://rezka.fi/films/fiction/81154-avatar-plamya-i-pepel-2025-latest.html,visual_effects;costume_design,8,0df9043edaff68ed33d83ef7aa08ae321c7d420432f10f71db7b53c22f948632,оставлен 5 апреля 2026 18:45,2026-04-05T18:45+03:00,"Через три года школьники будут бить друг друга палкой за банан. Зато у каждого будет ""пэрсональный инфлюэнсэр"", чтобы рассказать, какой палкой стОит пользоваться, а какая никуда не годится.",3,5816273,1,1,https://rezka.fi/films/fiction/81154-avatar-plamya-i-pepel-2025-latest.html#comment5816367,2026-06-26T18:53:19+03:00,https://rezka.fi/ajax/get_comments/?t=1782489197114&news_id=81154&cstart=8&type=0&comment_id=0&skin=hdrezka,ad46cd4317567da1995376038d6022c3841cf4358768d0aa7ebe21d5a545c4f7,True,film_reaction,positive,"[""enjoyment""]",enjoyment,"[""film_overall""]",[],"[""entertainment_and_affect"", ""comparison_and_intertextuality""]","[""literal""]",True,similar,not_mentioned,1,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
5607200,film_007,Сентиментальная ценность,Affeksjonsverdi,2025,https://rezka.fi/films/drama/81786-sentimentalnaya-cennost-2025.html,best_picture;best_actress;best_director;best_supporting_actor;best_supporting_actress;best_original_screenplay;international_feature;editing,3,e9695bf77299326df63b0e66ed091940488076c7188c502b4a9e4b1edcf38e83,оставлен 17 декабря 2025 09:05,2025-12-17T09:05+03:00,Подскажите пожалуйста когда можно будет смотреть в оригинале?,5,,0,0,https://rezka.fi/films/drama/81786-sentimentalnaya-cennost-2025.html#comment5607200,2026-06-26T18:50:21+03:00,https://rezka.fi/ajax/get_comments/?t=1782489019933&news_id=81786&cstart=3&type=0&comment_id=0&skin=hdrezka,ceac7b2b096d655656342ff2c05731d56b3a2e66cebb3ed42c471aab9854e52a,False,release_or_translation_request,not_applicable,[],not_applicable,[],[],[],[],False,not_applicable,not_mentioned,0,False,False,False,False,,ollama,qwen3:8b,4.0.0-fast,ok
